日期,開市,最高,最低,關閉 ,調整後的收市價 ,成交量
2025/3/26,20511.5,20536.75,20045,20116.5,20116.5,620685
2025/3/25,20353,20524.75,20293,20488.5,20488.5,470886
2025/3/24,20050.5,20409.5,20050.5,20374.25,20374.25,555043
2025/3/21,19690.75,19728.75,19408,19450.81,19450.81,605235
2025/3/20,19746.75,19898.75,19530.25,19678.5,19678.5,116159
2025/3/19,19496.75,19935,19455.5,19746.75,19746.75,210518
2025/3/18,19821,19858,19397.75,19496.75,19496.75,360195
2025/3/17,19668.25,19959.25,19550.5,19831.75,19831.75,584953
2025/3/14,19312.75,19742.5,19296.75,19712,19712,742663
2025/3/13,19572,19694,19170,19249,19249,761160
2025/3/12,19412.75,19788.75,19387,19618.5,19618.5,702688
2025/3/11,19440,19686.75,19139.25,19399,19399,857876
2025/3/10,20147,20156.5,19272.25,19452.75,19452.75,798366
2025/3/7,20214.5,20286.25,19765.5,20229.75,20229.75,763257
2025/3/6,20605.25,20647.5,20003,20089.25,20089.25,763150
2025/3/5,20555,20725,20215,20665,20665,783638
2025/3/4,20527,20732.5,20075.25,20399,20399,958071
2025/3/3,21005.25,21121,20316.75,20468.25,20468.25,833041
2025/2/28,20649.5,20944.25,20460.5,20919.5,20919.5,845890
2025/2/27,21249,21386.5,20583.25,20605.75,20605.75,854180
2025/2/26,21230.5,21409.25,21055,21187,21187,646236
2025/2/25,21442.5,21453.75,20990,21149,21149,805678
2025/2/24,21700.75,21813,21407.5,21420.25,21420.25,670634
2025/2/21,22136,22245.5,21652.75,21679.25,21679.25,708349
2025/2/20,22213,22235.5,21951,22141.75,22141.75,563585
2025/2/19,22224.5,22299.75,22118,22250.5,22250.5,496442
2025/2/18,22235.75,22319.75,22102.75,22232.25,22232.25,567203
2025/2/14,22071,22225,22042.5,22196.25,22196.25,433212
2025/2/13,21861.25,22124,21753,22113.25,22113.25,536739
2025/2/12,21794.25,21862.5,21510.75,21804.75,21804.75,545408
2025/2/11,21832,21871.5,21669.5,21786.75,21786.75,423200
2025/2/10,21463.25,21894,21418,21846.5,21846.5,391625
2025/2/7,21817.75,21968,21552.75,21590.75,21590.75,598869
2025/2/6,21764.5,21882.25,21705.75,21871.75,21871.75,438729
2025/2/5,21562,21795,21429.75,21763,21763,497655
2025/2/4,21592,21694,21242.5,21670.25,21670.25,497143
2025/2/3,21200,21579.75,20943,21405,21405,728140
2025/1/31,21680,21966,21533.75,21589.25,21589.25,655811
2025/1/30,21547.75,21748.75,21419.5,21624.75,21624.75,618073
2025/1/29,21559,21697,21367,21523.25,21523.25,629631
2025/1/28,21343.25,21626,21159.5,21581.75,21581.75,663336
2025/1/27,21771,21771,20763.75,21258.5,21258.5,1056136
2025/1/24,22018.5,22078.25,21844,21911.25,21911.25,522901
2025/1/23,21981.75,22050.5,21855.5,22038.25,22038.25,476286
2025/1/22,21809.25,22093.5,21768.25,22000.5,22000.5,508606
2025/1/21,21600,21783.5,21377.75,21709.5,21709.5,662316
2025/1/17,21227.5,21682.5,21209.25,21594.75,21594.75,594110
2025/1/16,21389,21567.25,21172.25,21249.75,21249.75,598631
2025/1/15,20977,21452.75,20909,21400.25,21400.25,551806
2025/1/14,21020,21143.75,20773.5,20919.5,20919.5,676188
2025/1/13,21027.5,21037,20694,20947.25,20947.25,617059
2025/1/10,21302.75,21372.5,20874.75,21016,21016,703964
2025/1/9,21334.75,21347.25,21218,21301.5,21301.5,77170
2025/1/8,21380.75,21448.25,21166.25,21360.75,21360.75,637114
2025/1/7,21781.25,21806,21279.5,21359.75,21359.75,645144
2025/1/6,21532.25,21896.75,21478.25,21744.5,21744.5,574300
2025/1/3,21186.75,21559.25,21144,21516.5,21516.5,488243
2025/1/2,21269,21490.5,20983.75,21167.5,21167.5,664742
