Date,Open,High,Low,Close,Adj Close,Volume,10MA,20MA,50MA,200MA,BB(Up),BB(Mid),BB(Down),RSI(9),RSI (14),"MACD(12,26,9) (MACD Line)","MACD(12,26,9) (Signal Line)","MACD(12,26,9) (Histogram)",ATR
2023-03-20,12690.0,12750.0,12525.25,12688.5,12688.5,694471,12249.74,12185.51,12109.55,11939.02,12638.64,12185.51,11732.38,68.26,62.48,89.21,37.19,52.02,273.0
2023-03-21,12699.75,12898.25,12676.5,12867.25,12867.25,565860,12319.56,12224.03,12144.63,11938.89,12767.42,12224.03,11680.65,72.72,65.83,125.63,54.88,70.75,269.34
2023-03-22,12873.25,13082.0,12678.0,12707.0,12707.0,713083,12367.44,12254.51,12175.06,11939.67,12835.1,12254.51,11673.91,63.7,60.61,139.95,71.89,68.06,278.95
2023-03-23,12695.0,13031.0,12694.25,12854.0,12854.0,838385,12452.12,12286.83,12206.5,11940.92,12925.49,12286.83,11648.17,67.82,63.47,161.3,89.78,71.53,283.08
2023-03-24,12871.5,12924.75,12728.0,12890.25,12890.25,676547,12557.12,12331.5,12234.77,11941.81,13008.59,12331.5,11654.4,68.8,64.16,179.08,107.64,71.45,276.92
2023-03-27,12916.0,12984.5,12765.5,12788.5,12788.5,562634,12642.79,12366.76,12259.86,11942.67,13062.62,12366.76,11670.9,62.75,60.69,182.86,122.68,60.18,272.78
2023-03-28,12810.5,12833.5,12634.25,12732.5,12732.5,537965,12695.34,12399.77,12282.35,11944.96,13099.44,12399.77,11700.1,59.51,58.8,179.26,134.0,45.26,267.53
2023-03-29,12745.5,12994.0,12742.0,12965.0,12965.0,566316,12767.06,12449.93,12309.16,11950.59,13161.13,12449.93,11738.73,67.38,63.83,192.95,145.79,47.16,267.1
2023-03-30,12962.5,13111.75,12931.5,13082.0,13082.0,583151,12816.96,12500.93,12341.28,11959.51,13240.72,12500.93,11761.15,70.61,66.07,210.81,158.79,52.02,260.89
2023-03-31,13084.25,13311.5,13057.5,13301.75,13301.75,624955,12887.68,12550.46,12380.19,11969.45,13365.56,12550.46,11735.36,75.7,69.86,239.93,175.02,64.91,260.4
2023-04-03,13262.0,13278.75,13154.0,13270.0,13270.0,542896,12945.82,12597.78,12412.05,11977.83,13465.6,12597.78,11729.96,73.63,68.67,257.48,191.51,65.97,252.35
2023-04-04,13259.0,13348.75,13168.25,13219.0,13219.0,577032,12981.0,12650.28,12437.75,11988.3,13535.75,12650.28,11764.82,70.16,66.7,264.22,206.05,58.17,247.22
2023-04-05,13230.0,13247.25,13006.0,13079.75,13079.75,594608,13018.28,12692.86,12461.15,11998.05,13574.76,12692.86,11810.96,61.28,61.52,255.39,215.92,39.47,246.8
2023-04-06,13072.75,13191.0,12953.25,13170.75,13170.75,41224,13049.95,12751.03,12487.1,12006.02,13595.2,12751.03,11906.86,64.58,63.51,252.81,223.3,29.52,246.15
2023-04-10,13179.75,13203.25,12967.5,13158.0,13158.0,553003,13076.72,12816.92,12508.13,12013.98,13561.62,12816.92,12072.22,63.72,63.02,246.9,228.02,18.88,245.41
2023-04-11,13163.25,13208.75,13053.5,13074.75,13074.75,549047,13105.35,12874.07,12525.18,12020.67,13498.46,12874.07,12249.68,58.08,59.76,232.81,228.98,3.83,238.97
2023-04-12,13073.75,13241.75,12937.75,12952.25,12952.25,684779,13127.32,12911.33,12544.86,12024.73,13451.35,12911.33,12371.31,50.65,55.23,209.35,225.05,-15.7,243.61
2023-04-13,12957.0,13228.0,12925.5,13209.75,13209.75,558233,13151.8,12959.43,12566.02,12030.57,13415.42,12959.43,12503.44,62.11,61.78,209.12,221.87,-12.74,247.82
