Date,Open,High,Low,Close,Adj Close,Volume,10MA,20MA,50MA,200MA,BB(Up),BB(Mid),BB(Down),RSI(9),RSI (14),"MACD(12,26,9) (MACD Line)","MACD(12,26,9) (Signal Line)","MACD(12,26,9) (Histogram)",ATR
2025-04-08,17665.0,18357.25,16973.5,17243.75,17243.75,956641,18938.72,19351.7,20513.79,20396.58,21169.7,19351.7,17533.71,20.35,25.38,-705.22,-480.5,-224.71,755.21
2025-04-09,17220.25,19386.75,16735.0,19288.75,19288.75,1086917,18855.95,19335.22,20467.93,20394.27,21149.0,19335.22,17521.43,52.13,48.37,-611.04,-506.61,-104.43,890.68
2025-04-10,19266.75,19383.5,17919.0,18484.5,18484.5,975104,18705.38,19296.99,20407.16,20386.83,21150.22,19296.99,17443.76,44.31,42.79,-594.45,-524.18,-70.27,931.67
2025-04-11,18464.75,18873.5,18067.0,18807.5,18807.5,667630,18640.42,19251.77,20350.81,20380.8,21106.49,19251.77,17397.04,47.84,45.51,-548.91,-529.12,-19.78,922.73
2025-04-14,19225.0,19256.0,18737.5,18934.75,18934.75,570510,18589.95,19206.92,20297.72,20375.28,21045.91,19206.92,17367.92,49.27,46.59,-496.82,-522.66,25.84,893.85
2025-04-15,18902.5,19144.75,18809.0,18960.25,18960.25,525790,18525.53,19180.09,20248.83,20370.44,21016.93,19180.09,17343.25,49.58,46.81,-448.32,-507.79,59.48,853.99
2025-04-16,18790.0,18861.25,18116.25,18385.25,18385.25,683175,18388.25,19112.02,20183.13,20362.11,20961.31,19112.02,17262.72,42.91,42.43,-451.08,-496.45,45.37,853.28
2025-04-17,18391.25,18652.75,18261.5,18380.75,18380.75,629368,18358.78,19047.13,20115.48,20352.74,20903.78,19047.13,17190.47,42.86,42.4,-448.46,-486.85,38.4,820.27
2025-04-21,18306.25,18383.5,17700.0,17922.25,17922.25,484750,18397.1,18970.7,20036.49,20340.29,20882.42,18970.7,17058.98,37.74,39.03,-477.87,-485.06,7.19,810.5
2025-04-22,17914.0,18514.0,17863.75,18385.0,18385.0,619146,18479.28,18871.24,19972.38,20329.11,20679.69,18871.24,17062.79,45.17,43.88,-458.55,-479.75,21.2,799.06
2025-04-23,18646.0,19165.5,18623.75,18804.0,18804.0,733977,18635.3,18787.01,19911.53,20319.83,20427.42,18787.01,17146.6,51.12,47.92,-404.77,-464.76,59.99,797.73
2025-04-24,18826.5,19418.0,18594.75,19322.0,19322.0,599457,18638.62,18747.29,19862.23,20313.05,20287.56,18747.29,17207.02,57.53,52.48,-316.69,-435.14,118.45,799.55
2025-04-25,19405.0,19589.0,19216.25,19535.25,19535.25,587589,18743.7,18724.54,19816.84,20306.23,20199.57,18724.54,17249.51,59.96,54.25,-227.07,-393.53,166.46,769.07
2025-04-28,19524.5,19623.0,19257.25,19528.0,19528.0,514474,18815.75,18728.09,19765.14,20301.66,20210.86,18728.09,17245.31,59.83,54.18,-154.84,-345.79,190.95,740.26
2025-04-29,19478.25,19688.5,19378.0,19642.0,19642.0,565539,18886.47,18738.21,19714.05,20297.25,20244.03,18738.21,17232.4,61.32,55.22,-87.39,-294.11,206.72,709.56
2025-04-30,19599.75,19880.0,19103.75,19658.5,19658.5,713642,18956.3,18740.91,19662.58,20292.62,20253.45,18740.91,17228.38,61.56,55.37,-32.24,-241.74,209.5,714.33
2025-05-01,19834.0,20125.75,19757.25,19870.75,19870.75,588901,19104.85,18746.55,19614.98,20288.99,20275.79,18746.55,17217.31,64.64,57.44,28.27,-187.74,216.01,696.68
2025-05-02,19782.5,20276.75,19749.5,20195.25,20195.25,517806,19286.3,18822.54,19576.05,20289.98,20482.37,18822.54,17162.7,68.92,60.46,101.25,-129.94,231.19,684.58
2025-05-05,20181.5,20201.75,19966.0,20055.5,20055.5,418875,19499.62,18948.36,19543.58,20290.76,20579.8,18948.36,17316.92,65.1,58.54,146.12,-74.73,220.85,652.52
2025-05-06,20014.25,20036.75,19739.0,19876.5,19876.5,514526,19648.78,19064.03,19512.7,20291.58,20607.63,19064.03,17520.42,60.28,56.07,165.33,-26.72,192.04,628.52
2025-05-07,19809.0,20133.75,19678.75,19961.0,19961.0,597360,19764.47,19199.89,19488.94,20291.38,20532.86,19199.89,17866.91,61.79,56.99,185.24,15.67,169.56,616.12
2025-05-08,19934.5,20337.25,19910.75,20148.0,20148.0,567597,19847.08,19242.85,19468.16,20292.49,20641.65,19242.85,17844.05,65.07,59.04,213.64,55.27,158.37,602.58
2025-05-09,20157.0,20288.75,20058.0,20136.75,20136.75,453686,19907.22,19325.46,19458.78,20297.16,20730.83,19325.46,17920.1,64.7,58.86,232.56,90.73,141.84,576.02
2025-05-12,20398.5,20996.0,20376.75,20948.75,20948.75,638564,20049.3,19432.53,19459.37,20306.94,20989.78,19432.53,17875.27,75.99,66.78,309.51,134.48,175.03,596.25
2025-05-13,20954.75,21346.5,20818.0,21278.0,21278.0,526706,20212.9,19549.69,19475.56,20317.46,21290.98,19549.69,17808.4,79.04,69.36,392.54,186.09,206.44,591.41
2025-05-14,21250.0,21419.5,21238.25,21392.5,21392.5,513593,20386.3,19671.3,19495.43,20328.37,21571.73,19671.3,17770.87,80.04,70.23,462.25,241.32,220.92,562.11
2025-05-15,21379.75,21529.75,21192.0,21400.25,21400.25,542990,20539.25,19822.05,19510.14,20340.69,21770.65,19822.05,17873.45,80.11,70.29,512.21,295.5,216.71,546.09
2025-05-16,21396.0,21512.0,21320.25,21506.0,21506.0,419242,20670.32,19978.31,19538.47,20350.7,21941.45,19978.31,18015.18,81.15,71.16,553.96,347.19,206.76,520.78
2025-05-19,21310.75,21544.5,21112.5,21527.0,21527.0,520282,20817.47,20158.55,19564.42,20363.22,21983.95,20158.55,18333.15,81.37,71.34,582.03,394.16,187.87,514.44
2025-05-20,21513.0,21562.25,21298.0,21447.25,21447.25,437865,20974.55,20311.66,19604.31,20377.67,22020.69,20311.66,18602.63,77.54,69.57,591.02,433.53,157.49,496.57
2025-05-21,21414.75,21558.5,21072.75,21156.75,21156.75,605668,21094.12,20429.3,19639.46,20393.39,22021.26,20429.3,18837.34,65.0,63.39,568.16,460.46,107.7,495.79
2025-05-22,21145.0,21337.5,21040.0,21178.25,21178.25,512634,21197.15,20522.11,19670.66,20408.39,22057.7,20522.11,18986.53,65.46,63.65,545.49,477.47,68.03,481.63
2025-05-23,21223.75,21236.0,20727.0,20975.0,20975.0,528055,21280.98,20594.1,19705.18,20423.43,22068.67,20594.1,19119.53,57.36,59.4,505.3,483.03,22.27,483.58
2025-05-27,20978.0,21488.5,20954.25,21460.5,21460.5,531358,21332.15,20690.72,19740.15,20438.1,22123.83,20690.72,19257.62,68.0,65.35,506.78,487.78,19.0,487.2
2025-05-28,21480.0,21567.5,21321.25,21379.75,21379.75,421653,21342.32,20777.61,19771.11,20451.92,22152.54,20777.61,19402.69,64.97,63.68,495.73,489.37,6.36,469.99
2025-05-29,21513.0,21858.75,21301.0,21408.5,21408.5,563888,21343.92,20865.11,19809.34,20465.77,22160.61,20865.11,19569.62,65.58,64.03,483.71,488.24,-4.53,476.26
2025-05-30,21371.25,21433.5,21071.5,21376.75,21376.75,551092,21341.58,20940.41,19841.94,20477.13,22165.72,20940.41,19715.1,64.18,63.3,466.25,483.84,-17.59,468.1
2025-06-02,21303.75,21576.25,21163.0,21534.5,21534.5,434593,21344.42,21007.38,19879.06,20489.23,22207.34,21007.38,19807.41,68.0,65.41,459.84,479.04,-19.2,464.18
2025-06-03,21555.0,21759.75,21399.25,21706.0,21706.0,427859,21362.32,21089.9,19924.16,20499.85,22240.22,21089.9,19939.58,71.69,67.6,463.26,475.88,-12.63,456.78
2025-06-04,21688.25,21803.0,21641.0,21766.5,21766.5,403012,21394.25,21184.4,19952.01,20510.66,22219.8,21184.4,20149.0,72.93,68.36,465.48,473.8,-8.32,435.72
2025-06-05,21744.75,21935.0,21503.5,21582.25,21582.25,-,21436.8,21265.46,19973.88,20519.28,22138.74,21265.46,20392.19,63.42,63.48,447.22,468.49,-21.26,435.42
2025-06-06,21471.0,21873.5,21471.0,21789.5,21789.5,466591,21497.92,21347.54,20007.34,20529.18,22074.98,21347.54,20620.1,68.6,66.38,444.36,463.66,-19.31,433.07
2025-06-09,21799.25,21890.75,21716.0,21821.5,21821.5,354827,21582.58,21431.78,20043.97,20538.74,21919.58,21431.78,20943.97,69.36,66.82,439.6,458.85,-19.25,414.62
2025-06-10,21824.0,21992.25,21732.0,21962.5,21962.5,439539,21632.78,21482.46,20094.08,20550.66,21969.61,21482.46,20995.32,72.62,68.76,442.11,455.5,-13.39,403.59
2025-06-11,21945.75,22106.0,21790.75,21887.5,21887.5,523556,21683.55,21512.94,20143.04,20561.14,22021.99,21512.94,21003.88,68.27,66.54,433.05,451.01,-17.96,397.28
2025-06-12,21871.0,21977.25,21713.25,21932.5,21932.5,397839,21735.95,21539.94,20189.6,20572.85,22078.52,21539.94,21001.35,69.5,67.22,424.61,445.73,-21.12,387.76
2025-06-13,21909.0,21915.75,21471.0,21644.25,21644.25,556189,21762.7,21552.14,20227.32,20582.8,22088.45,21552.14,21015.83,54.31,58.9,390.17,434.62,-44.45,393.03
2025-06-16,21554.0,21999.5,21501.75,21941.5,21941.5,336301,21803.4,21573.91,20292.64,20595.43,22137.03,21573.91,21010.79,63.55,63.87,382.44,424.18,-41.74,400.51
2025-06-17,21950.0,21952.0,21685.0,21730.5,21730.5,173026,21805.85,21584.09,20376.47,20607.12,22150.98,21584.09,21017.2,54.71,58.47,355.2,410.39,-55.18,390.97
2025-06-18,21705.0,21872.5,21640.5,21720.25,21720.25,-,21801.22,21597.74,20459.62,20617.6,22163.9,21597.74,21031.57,54.3,58.21,329.0,394.11,-65.11,379.62
2025-06-20,21731.0,21896.5,21435.5,21889.89,21889.89,649884,21831.99,21634.39,20552.54,20632.02,22174.68,21634.39,21094.11,59.93,61.25,318.25,378.94,-60.69,385.43
2025-06-23,21648.25,22093.0,21566.75,22073.5,22073.5,549766,21860.39,21679.16,20608.23,20647.57,22208.56,21679.16,21149.76,65.15,64.28,320.85,367.32,-46.47,395.49
2025-06-24,22079.0,22448.25,22065.75,22412.75,22412.75,447975,21919.51,21751.04,20686.8,20664.82,22268.17,21751.04,21233.92,72.59,69.09,346.29,363.11,-16.82,394.56
2025-06-25,22412.0,22548.25,22384.5,22461.0,22461.0,397611,21969.36,21801.07,20759.87,20684.83,22388.62,21801.07,21213.52,73.49,69.72,366.12,363.71,2.41,378.07
2025-06-26,22461.25,22694.0,22437.75,22669.25,22669.25,422397,22047.54,21865.54,20834.56,20704.72,22535.64,21865.54,21195.45,77.15,72.32,394.1,369.79,24.31,369.37
2025-06-27,22676.25,22825.5,22600.0,22751.5,22751.5,487835,22129.44,21932.69,20910.38,20724.16,22675.2,21932.69,21190.19,78.47,73.29,418.1,379.45,38.64,359.1
2025-06-30,22751.5,22934.75,22751.5,22893.25,22893.25,434250,22254.34,22008.52,21000.54,20742.27,22818.63,22008.52,21198.41,80.64,74.93,443.44,392.25,51.19,346.54
2025-07-01,22867.5,22914.75,22594.5,22692.75,22692.75,495079,22329.46,22066.43,21086.78,20758.5,22899.15,22066.43,21233.72,69.5,68.52,442.24,402.25,39.99,344.66
2025-07-02,22694.5,22858.75,22582.0,22843.0,22843.0,408882,22440.71,22123.28,21185.2,20775.06,23006.13,22123.28,21240.44,72.68,70.56,448.25,411.45,36.8,339.81
2025-07-03,22845.0,23102.5,22827.0,23062.5,23062.5,-,22574.94,22188.08,21278.75,20793.21,23147.59,22188.08,21228.58,76.68,73.27,465.37,422.23,43.13,335.21
2025-07-04,23059.25,23062.5,22882.0,22906.75,22906.75,-,22676.62,22254.31,21360.8,20810.54,23220.56,22254.31,21288.05,68.66,68.45,461.04,430.0,31.05,324.16
2025-07-07,22970.0,23028.5,22779.75,22884.75,22884.75,537930,22757.75,22309.07,21432.06,20828.22,23288.46,22309.07,21329.68,67.53,67.77,450.65,434.13,16.52,318.78
2025-07-08,22837.75,22972.75,22808.5,22896.75,22896.75,420913,22806.15,22362.83,21499.29,20843.45,23347.57,22362.83,21378.1,67.85,67.96,438.33,434.97,3.36,307.74
2025-07-09,22906.5,23112.0,22843.5,23052.75,23052.75,450523,22865.32,22417.34,21569.78,20859.68,23429.11,22417.34,21405.58,71.93,70.36,436.12,435.2,0.92,304.94
2025-07-10,23041.0,23090.0,22901.25,23013.25,23013.25,391782,22899.72,22473.63,21637.21,20874.34,23486.54,22473.63,21460.73,69.42,68.95,426.27,433.41,-7.14,296.64
2025-07-11,23011.75,23048.75,22831.5,22959.0,22959.0,461057,22920.48,22524.96,21703.22,20888.3,23526.37,22524.96,21523.54,65.87,66.96,409.37,428.6,-19.23,290.97
2025-07-14,22860.75,23066.5,22803.0,23035.5,23035.5,414465,22934.7,22594.52,21766.51,20902.52,23529.42,22594.52,21659.62,68.43,68.35,397.57,422.4,-24.83,289.0
2025-07-15,23034.25,23222.75,22996.0,23056.75,23056.75,524056,22971.1,22650.28,21823.74,20916.07,23553.69,22650.28,21746.87,69.16,68.74,385.48,415.01,-29.53,284.56
2025-07-16,23018.75,23100.0,22835.5,23076.5,23076.5,548602,22994.45,22717.58,21884.16,20930.35,23528.27,22717.58,21906.89,69.88,69.12,373.2,406.65,-33.45,283.12
2025-07-17,23065.5,23279.75,23017.0,23251.0,23251.0,445290,23013.3,22794.12,21951.65,20945.29,23489.14,22794.12,22099.1,75.56,72.34,373.24,399.97,-26.73,281.67
2025-07-18,23261.25,23320.75,23169.5,23224.25,23224.25,450704,23045.05,22860.84,22016.92,20961.54,23436.28,22860.84,22285.4,73.18,71.12,366.88,393.35,-26.47,272.35
2025-07-21,23232.5,23424.75,23203.75,23342.0,23342.0,398833,23090.78,22924.26,22080.8,20978.2,23406.37,22924.26,22442.16,76.8,73.26,367.12,388.1,-20.99,268.69
2025-07-22,23339.5,23367.0,23108.0,23226.25,23226.25,537829,23123.72,22964.94,22142.59,20994.38,23400.34,22964.94,22529.53,66.83,67.92,353.88,381.26,-27.38,267.99
2025-07-23,23191.25,23418.0,23146.75,23310.75,23310.75,512963,23149.52,23007.42,22189.83,21009.8,23399.46,23007.42,22615.39,70.02,69.66,346.22,374.25,-28.03,268.23
2025-07-24,23402.25,23424.5,23298.25,23377.5,23377.5,435559,23185.95,23042.84,22231.82,21026.72,23434.2,23042.84,22651.48,72.39,71.0,341.6,367.72,-26.12,258.09
2025-07-25,23391.5,23476.0,23330.75,23421.25,23421.25,395469,23232.18,23076.32,22272.39,21042.34,23477.22,23076.32,22675.43,73.91,71.87,337.57,361.69,-24.12,250.03
2025-07-28,23520.0,23585.25,23436.75,23491.25,23491.25,424393,23277.75,23106.22,22314.21,21057.48,23537.67,23106.22,22674.78,76.26,73.26,336.16,356.59,-20.43,243.88
2025-07-29,23504.25,23652.5,23421.25,23452.0,23452.0,538169,23317.28,23144.19,22353.13,21072.59,23555.59,23144.19,22732.78,72.16,71.14,328.09,350.89,-22.8,242.98
