Date,Open,High,Low,Close,Adj Close,Volume,10MA,20MA,50MA,200MA,BB(Up),BB(Mid),BB(Down),RSI(9),RSI (14),"MACD(12,26,9) (MACD Line)","MACD(12,26,9) (Signal Line)","MACD(12,26,9) (Histogram)",ATR
2024-01-17,16978.0,16982.0,16689.25,16869.75,16869.75,722784,16779.42,16874.53,16314.19,15074.4,17273.59,16874.53,16475.46,55.07,58.04,169.89,197.88,-27.99,228.85
2024-01-18,16854.5,17125.75,16834.25,17110.0,17110.0,852229,16836.62,16883.04,16351.74,15093.6,17295.01,16883.04,16471.06,66.21,64.61,178.35,193.97,-15.62,233.32
2024-01-19,17116.0,17471.25,17107.25,17438.5,17438.5,758132,16935.97,16903.81,16393.03,15114.7,17382.08,16903.81,16425.55,75.54,71.25,209.16,197.01,12.15,242.66
2024-01-22,17466.0,17585.0,17434.0,17458.5,17458.5,637245,17035.8,16938.42,16434.47,15136.6,17471.8,16938.42,16405.05,75.99,71.6,232.5,204.11,28.39,236.11
2024-01-23,17461.0,17558.25,17409.5,17531.25,17531.25,508078,17108.55,16967.16,16479.97,15158.4,17562.92,16967.16,16371.41,77.69,72.88,253.95,214.08,39.87,229.87
2024-01-24,17554.0,17793.5,17552.25,17621.0,17621.0,721605,17187.62,16999.21,16520.47,15180.71,17662.97,16999.21,16335.46,79.68,74.43,275.02,226.26,48.75,232.18
2024-01-25,17614.75,17752.0,17542.0,17634.5,17634.5,710822,17256.55,17026.76,16562.22,15203.51,17748.46,17026.76,16305.07,79.98,74.66,289.46,238.9,50.56,230.6
2024-01-26,17571.25,17632.0,17466.0,17527.0,17527.0,631481,17312.62,17047.45,16595.16,15226.39,17802.53,17047.45,16292.37,70.58,69.24,288.91,248.91,40.0,226.16
2024-01-29,17502.0,17716.25,17457.5,17706.0,17706.0,568739,17386.3,17078.22,16631.5,15248.87,17888.83,17078.22,16267.62,75.89,72.78,299.46,259.02,40.45,228.49
2024-01-30,17711.75,17735.75,17467.0,17588.5,17588.5,554146,17448.5,17106.47,16665.32,15270.9,17947.84,17106.47,16265.11,66.96,67.3,294.94,266.2,28.74,231.37
2024-01-31,17415.5,17484.0,17221.5,17242.25,17242.25,816119,17485.75,17132.59,16692.25,15291.18,17955.67,17132.59,16309.51,48.18,54.32,260.42,265.05,-4.62,241.05
2024-02-01,17273.25,17646.75,17262.75,17436.75,17436.75,705238,17518.42,17177.53,16719.25,15312.4,17961.11,17177.53,16393.94,55.98,59.09,245.92,261.22,-15.3,252.73
2024-02-02,17588.0,17775.5,17465.5,17732.75,17732.75,761167,17547.85,17241.91,16754.1,15335.15,17982.51,17241.91,16501.31,65.0,65.07,255.37,260.05,-4.68,258.87
2024-02-05,17696.0,17745.5,17554.25,17700.0,17700.0,621645,17572.0,17303.9,16787.12,15358.28,17973.12,17303.9,16634.68,63.39,63.96,257.25,259.49,-2.24,254.04
2024-02-06,17698.5,17769.0,17560.75,17660.0,17660.0,623168,17584.88,17346.71,16819.07,15381.13,17990.27,17346.71,16703.15,61.29,62.55,252.6,258.11,-5.51,250.77
2024-02-07,17645.75,17875.5,17629.75,17841.75,17841.75,613340,17606.95,17397.29,16855.48,15405.05,18028.82,17397.29,16765.75,66.89,66.19,260.58,258.61,1.97,250.41
2024-02-08,17856.25,17896.5,17792.25,17868.25,17868.25,471370,17630.32,17443.44,16892.67,15430.35,18070.77,17443.44,16816.1,67.65,66.7,265.98,260.08,5.9,239.97
2024-02-09,17854.25,18071.0,17852.25,18039.25,18039.25,499282,17681.55,17497.09,16932.5,15456.1,18136.01,17497.09,16858.16,72.31,69.86,280.81,264.23,16.59,238.46
2024-02-12,18040.0,18121.5,17911.25,17965.0,17965.0,538132,17707.45,17546.88,16971.32,15479.77,18167.54,17546.88,16926.21,67.56,66.89,283.31,268.05,15.27,236.44
2024-02-13,17928.5,17963.25,17542.0,17676.75,17676.75,858230,17716.28,17582.39,17005.15,15501.55,18141.45,17582.39,17023.32,52.5,56.82,259.05,266.25,-7.2,249.77
2024-02-14,17703.0,17887.0,17669.25,17881.0,17881.0,688088,17780.15,17632.95,17042.29,15524.43,18095.17,17632.95,17170.73,59.67,61.27,253.38,263.67,-10.29,247.48
2024-02-15,17870.0,17968.25,17780.5,17912.75,17912.75,657768,17827.75,17673.09,17083.17,15548.07,18080.24,17673.09,17265.94,60.7,61.93,248.59,260.66,-12.07,243.21
2024-02-16,17952.0,18026.0,17715.0,17744.0,17744.0,744628,17828.88,17688.36,17119.87,15571.28,18081.12,17688.36,17295.6,52.61,56.45,228.53,254.23,-25.7,248.06
2024-02-20,17729.25,17807.5,17452.5,17607.25,17607.25,889292,17819.6,17695.8,17155.71,15594.1,18075.66,17695.8,17315.94,46.92,52.4,199.31,243.25,-43.94,255.7
2024-02-21,17573.0,17723.0,17372.75,17536.75,17536.75,731450,17807.28,17696.08,17185.67,15615.2,18075.44,17696.08,17316.71,44.14,50.4,168.52,228.3,-59.78,262.45
2024-02-22,17702.5,18087.0,17676.0,18047.5,18047.5,759232,17827.85,17717.4,17224.66,15638.67,18125.83,17717.4,17308.97,62.3,61.8,183.22,219.29,-36.07,283.01
2024-02-23,18023.25,18144.75,17946.0,17991.0,17991.0,659725,17840.12,17735.22,17259.74,15662.3,18159.24,17735.22,17311.21,59.88,60.16,188.14,213.06,-24.92,276.99
2024-02-26,17961.5,18059.5,17922.0,17977.0,17977.0,526169,17833.9,17757.72,17292.02,15685.14,18182.97,17757.72,17332.48,59.24,59.73,188.73,208.19,-19.46,267.02
2024-02-27,17951.0,18040.25,17908.75,18021.0,18021.0,567818,17839.5,17773.47,17321.17,15708.01,18213.73,17773.47,17333.22,60.73,60.67,190.56,204.67,-14.11,257.34
2024-02-28,18017.5,18019.75,17846.25,17915.25,17915.25,553731,17863.35,17789.81,17348.64,15730.61,18225.39,17789.81,17354.24,55.27,57.21,181.38,200.01,-18.63,251.44
2024-02-29,17870.0,18109.5,17826.0,18082.75,18082.75,680147,17883.53,17831.84,17379.7,15753.68,18202.29,17831.84,17461.39,61.44,61.0,185.49,197.1,-11.62,253.73
2024-03-01,18075.0,18372.75,18029.5,18338.25,18338.25,639153,17926.08,17876.91,17407.66,15777.96,18263.96,17876.91,17489.86,68.83,65.96,206.97,199.08,7.89,260.13
2024-03-04,18336.0,18377.75,18234.25,18262.0,18262.0,569342,17977.88,17903.38,17432.44,15801.05,18320.15,17903.38,17486.6,64.67,63.37,215.36,202.33,13.03,251.8
2024-03-05,18246.0,18252.0,17832.5,17930.25,17930.25,803857,18010.18,17914.89,17455.72,15821.23,18320.58,17914.89,17509.19,49.91,53.53,193.02,200.47,-7.45,264.49
2024-03-06,17981.0,18174.25,17942.5,18044.25,18044.25,806131,18060.92,17934.1,17477.48,15842.16,18325.1,17934.1,17543.1,53.97,56.06,182.4,196.86,-14.45,263.03
2024-03-07,18041.0,18360.0,17915.75,18316.25,18316.25,758499,18087.8,17957.82,17504.21,15864.23,18381.45,17957.82,17534.2,62.2,61.44,193.71,196.23,-2.52,275.97
2024-03-08,18279.0,18436.5,18012.5,18046.75,18046.75,1048847,18093.38,17966.75,17523.47,15885.82,18389.95,17966.75,17543.55,51.86,54.34,178.86,192.75,-13.89,286.55
2024-03-11,18056.0,18068.25,17890.5,17971.0,17971.0,472517,18092.78,17963.34,17540.62,15907.42,18385.18,17963.34,17541.5,49.28,52.5,159.15,186.03,-26.89,278.77
2024-03-12,18010.5,18241.75,17930.0,18227.75,18227.75,281274,18113.45,17976.47,17563.37,15928.68,18414.58,17976.47,17538.37,57.39,57.72,162.37,181.3,-18.93,281.13
2024-03-13,18218.0,18256.5,18033.25,18078.5,18078.5,179714,18129.78,17996.56,17584.47,15947.41,18413.12,17996.56,17580.01,51.95,54.0,151.13,175.27,-24.13,277.0
2024-03-14,18094.25,18177.75,17915.5,18024.5,18024.5,110277,18123.95,18003.74,17610.56,15965.55,18416.84,18003.74,17590.63,50.03,52.68,136.3,167.47,-31.17,275.94
2024-03-15,18006.0,18074.75,17831.75,17854.75,17854.75,705711,18075.6,18000.84,17636.9,15983.32,18417.43,18000.84,17584.24,44.22,48.65,109.59,155.9,-46.31,273.59
2024-03-18,18073.5,18381.0,18062.25,18231.5,18231.5,656629,18072.55,18025.21,17672.62,16002.12,18435.53,18025.21,17614.89,56.75,56.59,117.47,148.21,-30.74,291.64
2024-03-19,18222.0,18289.25,18053.25,18270.0,18270.0,660394,18106.53,18058.35,17708.82,16020.59,18431.95,18058.35,17684.75,57.84,57.31,125.37,143.64,-18.27,287.66
2024-03-20,18274.0,18545.0,18227.5,18479.75,18479.75,618809,18150.08,18105.5,17742.34,16040.05,18437.65,18105.5,17773.35,63.47,61.13,146.87,144.29,2.58,289.79
2024-03-21,18539.75,18709.0,18526.75,18561.75,18561.75,606959,18174.62,18131.21,17776.97,16059.92,18519.36,18131.21,17743.07,65.5,62.54,168.57,149.14,19.43,285.47
2024-03-22,18580.5,18626.0,18492.0,18574.75,18574.75,511962,18227.42,18160.4,17809.56,16081.14,18589.75,18160.4,17731.05,65.84,62.77,184.7,156.26,28.44,274.65
2024-03-25,18567.0,18601.25,18414.75,18513.5,18513.5,456250,18281.68,18187.22,17840.5,16101.19,18634.98,18187.22,17739.47,62.59,60.87,190.34,163.07,27.27,268.35
2024-03-26,18531.25,18619.0,18439.25,18449.0,18449.0,516507,18303.8,18208.62,17870.1,16120.65,18663.78,18208.62,17753.47,59.13,58.85,187.45,167.95,19.5,262.02
2024-03-27,18477.5,18571.75,18378.5,18503.75,18503.75,605634,18346.32,18238.05,17900.84,16139.17,18689.42,18238.05,17786.68,61.18,60.06,187.41,171.84,15.57,257.11
2024-03-28,18505.0,18538.75,18447.5,18475.0,18475.0,515193,18391.38,18257.66,17932.95,16156.97,18714.67,18257.66,17800.65,59.42,59.08,182.95,174.06,8.89,245.26
2024-04-01,18503.0,18612.0,18414.5,18497.25,18497.25,572133,18455.62,18265.61,17960.7,16174.4,18733.92,18265.61,17797.31,60.41,59.63,179.15,175.08,4.07,241.85
2024-04-02,18497.25,18511.0,18201.5,18330.0,18330.0,618982,18465.47,18269.01,17978.53,16190.11,18738.19,18269.01,17799.83,50.06,53.77,160.79,172.22,-11.43,246.68
2024-04-03,18345.0,18451.75,18232.5,18373.25,18373.25,597987,18475.8,18291.16,17996.82,16205.39,18734.1,18291.16,17848.23,52.43,55.0,148.02,167.38,-19.36,244.73
2024-04-04,18388.5,18568.0,18055.25,18076.75,18076.75,777140,18435.5,18292.79,18007.73,16219.49,18732.13,18292.79,17853.44,38.38,45.96,112.68,156.44,-43.76,263.87
2024-04-05,18086.25,18408.25,18051.5,18300.75,18300.75,809193,18409.4,18292.01,18021.32,16235.77,18731.24,18292.01,17852.79,49.81,52.33,101.57,145.47,-43.9,270.5
2024-04-08,18348.25,18376.0,18237.5,18295.0,18295.0,524203,18381.42,18304.42,18034.54,16251.18,18728.23,18304.42,17880.62,49.55,52.16,91.25,134.62,-43.37,261.08
2024-04-09,18314.75,18407.25,18160.75,18359.75,18359.75,696069,18366.05,18323.86,18051.19,16267.68,18717.89,18323.86,17929.83,52.74,53.98,87.3,125.16,-37.86,260.03
2024-04-10,18381.0,18474.25,18053.5,18196.75,18196.75,880504,18340.82,18322.31,18061.0,16284.38,18718.17,18322.31,17926.45,44.73,48.94,70.2,114.17,-43.97,271.51
2024-04-11,18184.0,18518.75,18088.0,18485.0,18485.0,728802,18338.95,18342.64,18078.94,16301.25,18727.37,18342.64,17957.9,57.55,56.64,78.99,107.13,-28.14,282.89
2024-04-12,18486.25,18507.75,18120.25,18179.25,18179.25,787334,18309.38,18350.38,18097.68,16316.5,18713.81,18350.38,17986.94,45.07,48.32,60.6,97.82,-37.23,290.36
2024-04-15,18151.0,18350.75,17841.5,17876.25,17876.25,797316,18247.28,18351.45,18106.46,16330.38,18708.79,18351.45,17994.11,36.3,41.77,21.32,82.52,-61.2,306.0
2024-04-16,17879.0,17988.0,17792.0,17881.25,17881.25,766364,18202.4,18333.94,18109.44,16343.1,18746.14,18333.94,17921.73,36.53,41.91,-9.29,64.16,-73.45,298.14
2024-04-17,17897.0,17968.5,17615.25,17658.5,17658.5,844749,18130.92,18303.36,18108.6,16354.57,18814.4,18303.36,17792.32,30.94,37.58,-50.94,41.14,-92.08,302.07
2024-04-18,17669.75,17770.75,17506.25,17547.25,17547.25,756158,18077.97,18256.74,18106.35,16365.5,18861.57,18256.74,17651.91,28.49,35.6,-91.87,14.54,-106.41,299.39
2024-04-19,17530.75,17553.25,17113.25,17180.75,17180.75,1023135,17965.97,18187.69,18093.13,16375.21,18942.6,18187.69,17432.77,22.03,29.99,-152.12,-18.79,-133.33,309.43
2024-04-22,17228.25,17448.0,17148.5,17350.0,17350.0,646130,17871.47,18126.45,18082.76,16386.06,18945.16,18126.45,17307.74,30.25,35.08,-184.1,-51.85,-132.24,308.72
2024-04-23,17352.25,17666.0,17286.25,17606.75,17606.75,601826,17796.18,18081.11,18074.12,16398.15,18909.94,18081.11,17252.28,40.88,41.96,-186.57,-78.8,-107.77,313.8
2024-04-24,17682.0,17795.5,17481.75,17664.5,17664.5,667402,17742.95,18041.89,18068.1,16410.18,18871.66,18041.89,17212.11,43.08,43.42,-181.77,-99.39,-82.38,313.79
2024-04-25,17450.0,17827.5,17308.25,17567.5,17567.5,820011,17651.2,17995.08,18065.92,16420.79,18820.77,17995.08,17169.38,40.25,41.53,-183.68,-116.25,-67.43,328.47
2024-04-26,17808.25,17901.5,17668.25,17845.75,17845.75,628227,17617.85,17963.61,18065.22,16431.46,18759.73,17963.61,17167.49,50.69,48.44,-160.88,-125.17,-35.71,328.87
2024-04-29,17864.75,17949.0,17791.25,17904.25,17904.25,528891,17620.65,17933.96,18065.04,16442.51,18689.54,17933.96,17178.38,52.64,49.78,-136.52,-127.44,-9.08,316.64
2024-04-30,17918.5,17920.25,17473.5,17571.25,17571.25,677704,17589.65,17896.03,18061.59,16451.16,18644.03,17896.03,17148.02,41.98,42.93,-142.44,-130.44,-12.0,325.94
2024-05-01,17462.5,17793.25,17399.25,17438.25,17438.25,791170,17567.62,17849.28,18058.21,16458.48,18588.52,17849.28,17110.03,38.48,40.53,-156.07,-135.57,-20.5,330.8
2024-05-02,17487.0,17755.25,17386.25,17649.75,17649.75,635300,17577.88,17827.92,18060.47,16466.93,18564.17,17827.92,17091.68,46.47,45.72,-148.1,-138.08,-10.02,333.53
2024-05-03,17744.25,18050.25,17719.5,18000.75,18000.75,556949,17659.88,17812.92,18059.54,16478.98,18520.26,17812.92,17105.59,56.91,53.05,-112.16,-132.89,20.73,338.31
2024-05-06,18047.5,18201.25,17983.75,18195.5,18195.5,395489,17744.42,17807.95,18063.62,16492.25,18502.29,17807.95,17113.61,61.59,56.56,-67.19,-119.75,52.56,329.68
2024-05-07,18189.5,18266.25,18151.0,18199.5,18199.5,469722,17803.7,17799.94,18068.08,16505.45,18470.77,17799.94,17129.11,61.69,56.63,-30.88,-101.98,71.1,314.36
2024-05-08,18194.0,18242.25,18072.5,18186.5,18186.5,453714,17855.9,17799.42,18071.38,16518.01,18468.99,17799.42,17129.86,61.13,56.31,-3.11,-82.2,79.09,304.03
2024-05-09,18160.75,18240.25,18103.75,18214.5,18214.5,471196,17920.6,17785.9,18077.37,16531.03,18406.28,17785.9,17165.52,61.97,56.88,20.91,-61.58,82.49,292.07
2024-05-10,18226.0,18348.0,18188.5,18255.0,18255.0,473881,17961.53,17789.69,18080.81,16544.45,18421.01,17789.69,17158.37,63.25,57.74,42.73,-40.72,83.45,282.6
2024-05-13,18238.0,18336.25,18228.75,18295.5,18295.5,411036,18000.65,17810.65,18079.96,16556.69,18480.73,17810.65,17140.57,64.6,58.64,62.56,-20.06,82.63,270.09
2024-05-14,18282.0,18433.0,18165.5,18415.0,18415.0,555369,18085.03,17837.34,18083.02,16569.48,18559.73,17837.34,17114.95,68.44,61.24,86.92,1.33,85.59,269.91
2024-05-15,18409.75,18707.0,18393.0,18691.75,18691.75,605869,18210.38,17889.0,18098.25,16583.85,18699.9,17889.0,17078.1,75.39,66.5,127.1,26.49,100.61,273.06
2024-05-16,18693.25,18760.75,18633.25,18650.0,18650.0,548582,18310.4,17944.14,18110.37,16599.74,18805.59,17944.14,17082.69,72.67,65.07,153.79,51.95,101.84,262.66
2024-05-17,18642.0,18686.75,18545.0,18635.25,18635.25,489227,18373.85,18016.86,18116.74,16615.72,18852.14,18016.86,17181.58,71.65,64.54,171.78,75.91,95.86,254.02
2024-05-20,18633.5,18794.5,18633.0,18763.0,18763.0,470381,18430.6,18087.51,18131.07,16632.76,18924.33,18087.51,17250.7,75.07,67.04,194.1,99.55,94.55,247.41
2024-05-21,18746.0,18808.75,18678.0,18799.25,18799.25,426117,18490.58,18147.14,18147.63,16649.33,19009.27,18147.14,17285.0,76.0,67.73,212.27,122.1,90.18,239.08
2024-05-22,18798.25,18891.0,18684.25,18786.75,18786.75,578439,18550.6,18203.25,18158.81,16666.5,19079.1,18203.25,17327.4,74.92,67.21,223.09,142.29,80.8,236.77
2024-05-23,18860.5,19023.25,18621.5,18696.25,18696.25,851576,18598.78,18259.69,18171.17,16684.09,19108.08,18259.69,17411.29,67.15,63.36,221.81,158.2,63.61,248.56
2024-05-24,18684.0,18926.0,18680.0,18876.0,18876.0,552083,18660.88,18311.2,18188.2,16702.46,19178.66,18311.2,17443.74,73.33,67.36,232.61,173.08,59.53,248.37
2024-05-28,18874.75,18980.5,18819.5,18940.5,18940.5,642954,18725.38,18363.01,18209.92,16721.68,19251.66,18363.01,17474.36,75.21,68.68,243.57,187.18,56.39,242.13
2024-05-29,18949.5,18949.75,18740.0,18802.75,18802.75,573938,18764.15,18424.59,18221.34,16739.35,19250.7,18424.59,17598.47,64.3,62.84,238.39,197.42,40.97,239.82
2024-05-30,18753.0,18787.0,18546.25,18606.5,18606.5,619548,18755.62,18483.0,18228.07,16756.85,19168.75,18483.0,17797.25,52.17,55.59,215.97,201.13,14.84,241.01
2024-05-31,18590.75,18668.25,18241.25,18591.0,18591.0,834003,18749.72,18530.06,18230.29,16775.09,19093.28,18530.06,17966.84,51.31,55.05,194.7,199.84,-5.15,254.3
2024-06-03,18590.25,18755.5,18435.75,18646.25,18646.25,669104,18750.82,18562.34,18231.98,16794.43,19068.98,18562.34,18055.69,54.33,56.66,180.22,195.92,-15.7,258.97
2024-06-04,18662.5,18753.25,18511.25,18701.0,18701.0,616703,18744.62,18587.61,18234.51,16814.22,19066.9,18587.61,18108.33,57.28,58.26,171.19,190.97,-19.78,257.76
2024-06-05,18711.0,19090.5,18696.25,19074.25,19074.25,575227,18772.12,18631.35,18245.72,16834.66,19121.05,18631.35,18141.65,71.44,67.17,191.94,191.17,0.78,267.51
2024-06-06,19089.5,19124.5,19017.25,19060.25,19060.25,524900,18799.47,18675.04,18257.95,16855.17,19153.4,18675.04,18196.67,70.46,66.6,204.9,193.91,10.98,256.06
2024-06-07,19064.0,19155.0,18940.0,19037.75,19037.75,612033,18833.62,18716.2,18268.63,16874.38,19168.69,18716.2,18263.71,68.74,65.63,210.92,197.31,13.6,253.13
2024-06-10,19025.0,19129.75,18974.25,19109.75,19109.75,571666,18857.0,18758.94,18281.32,16895.62,19188.92,18758.94,18328.96,71.26,67.27,218.97,201.65,17.33,246.15
2024-06-11,19107.25,19257.5,18994.5,19242.25,19242.25,564706,18887.18,18806.28,18296.22,16916.93,19229.84,18806.28,18382.71,75.37,70.11,233.36,207.99,25.37,247.36
2024-06-12,19248.0,19612.25,19233.5,19496.5,19496.5,691079,18956.55,18860.35,18319.56,16938.95,19345.29,18860.35,18375.41,81.18,74.64,262.25,218.84,43.41,256.74
2024-06-13,19602.0,19691.0,19500.0,19602.5,19602.5,584725,19056.15,18905.89,18344.14,16959.89,19485.89,18905.89,18325.89,83.05,76.26,290.36,233.14,57.21,252.3
2024-06-14,19602.75,19699.5,19501.5,19685.5,19685.5,584288,19165.6,18957.66,18376.31,16980.81,19620.45,18957.66,18294.87,84.42,77.47,315.69,249.65,66.04,248.42
2024-06-17,19695.0,20001.0,19640.5,19921.25,19921.25,423232,19293.1,19021.96,18408.72,17002.72,19793.63,19021.96,18250.3,87.61,80.52,350.74,269.87,80.87,256.42
2024-06-18,19918.5,19996.5,19851.75,19919.25,19919.25,201834,19414.92,19079.78,18441.21,17024.74,19938.13,19079.78,18221.42,87.44,80.42,374.05,290.71,83.34,248.45
2024-06-20,19930.25,20095.0,19694.25,19763.25,19763.25,157046,19483.82,19127.97,18469.28,17045.88,20027.29,19127.97,18228.66,74.65,72.87,375.61,307.69,67.92,259.33
2024-06-21,19781.25,19819.25,19687.5,19747.29,19747.29,590839,19552.53,19176.0,18500.29,17067.62,20100.82,19176.0,18251.18,73.42,72.13,371.27,320.4,50.87,250.21
2024-06-24,20014.75,20030.25,19728.0,19750.75,19750.75,683900,19623.83,19228.73,18525.61,17089.96,20158.61,19228.73,18298.84,73.53,72.19,363.92,329.11,34.81,253.93
2024-06-25,19756.0,19981.25,19726.0,19972.25,19972.25,574518,19710.08,19283.54,18561.47,17113.33,20254.22,19283.54,18312.86,79.47,76.12,371.68,337.62,34.06,254.03
2024-06-26,19973.0,20070.5,19901.0,20012.5,20012.5,590175,19787.1,19337.14,18604.19,17136.02,20345.71,19337.14,18328.57,80.37,76.76,376.74,345.44,31.29,247.99
2024-06-27,19946.0,20116.75,19874.25,20039.5,20039.5,589649,19841.4,19398.98,18647.36,17159.69,20421.16,19398.98,18376.8,81.0,77.2,378.56,352.07,26.49,247.6
2024-06-28,20063.25,20273.25,19906.25,19927.25,19927.25,750324,19873.88,19465.01,18692.73,17182.55,20441.25,19465.01,18488.78,70.44,71.14,366.72,355.0,11.72,256.12
2024-07-01,19970.0,20074.0,19811.75,20052.0,20052.0,639341,19910.53,19538.06,18742.83,17205.42,20455.82,19538.06,18620.31,74.58,73.62,363.21,356.64,6.57,256.56
2024-07-02,20045.75,20259.25,19910.0,20255.25,20255.25,621477,19943.93,19618.51,18804.32,17229.52,20487.92,19618.51,18749.1,79.78,77.07,372.54,359.82,12.72,263.18
2024-07-03,20241.0,20435.25,20205.0,20411.5,20411.5,395129,19993.15,19704.04,18865.55,17254.5,20528.8,19704.04,18879.28,82.82,79.32,388.07,365.47,22.6,260.83
2024-07-05,20419.25,20639.5,20361.0,20620.75,20620.75,600207,20078.9,19781.36,18925.83,17280.73,20646.51,19781.36,18916.22,85.99,81.88,412.51,374.88,37.63,262.09
2024-07-08,20591.5,20688.0,20579.25,20659.75,20659.75,497107,20170.15,19861.34,18985.73,17308.27,20741.4,19861.34,18981.28,86.51,82.32,430.06,385.92,44.15,251.14
2024-07-09,20681.0,20771.75,20615.75,20678.5,20678.5,569689,20262.92,19943.38,19047.95,17337.35,20805.9,19943.38,19080.86,86.78,82.53,440.41,396.81,43.6,244.34
2024-07-10,20686.0,20916.75,20684.5,20899.75,20899.75,576694,20355.68,20032.88,19109.03,17367.5,20902.63,20032.88,19163.12,89.52,84.91,461.15,409.68,51.47,243.91
2024-07-11,20895.5,20983.75,20377.25,20441.75,20441.75,906128,20398.6,20092.85,19159.78,17395.03,20895.92,20092.85,19289.78,60.33,65.16,435.61,414.87,20.74,269.81
2024-07-12,20432.75,20741.0,20335.0,20524.0,20524.0,724343,20447.05,20144.23,19218.84,17424.08,20917.58,20144.23,19370.87,62.79,66.66,417.19,415.33,1.86,279.54
2024-07-15,20580.0,20797.0,20506.25,20583.75,20583.75,703410,20512.7,20193.29,19281.75,17453.3,20946.17,20193.29,19440.41,64.57,67.74,402.77,412.82,-10.04,280.34
2024-07-16,20628.0,20684.5,20464.5,20598.0,20598.0,629745,20567.3,20238.91,19340.71,17481.99,20972.58,20238.91,19505.25,65.03,68.01,388.03,407.86,-19.83,276.03
2024-07-17,20591.0,20597.75,19965.75,19997.5,19997.5,854323,20541.53,20242.73,19380.65,17507.65,20970.2,20242.73,19515.25,40.55,49.4,324.15,391.12,-66.97,301.47
2024-07-18,20024.25,20162.5,19758.75,19899.25,19899.25,964287,20490.3,20241.73,19414.72,17532.22,20971.13,20241.73,19512.33,37.92,47.13,262.57,365.41,-102.84,308.78
2024-07-19,19955.0,19979.75,19654.0,19713.0,19713.0,774109,20399.53,20239.21,19444.99,17557.21,20975.87,20239.21,19502.56,33.31,43.08,196.47,331.62,-135.15,309.99
2024-07-22,19749.0,20044.75,19718.75,20001.0,20001.0,657854,20333.65,20251.9,19481.28,17582.6,20961.11,20251.9,19542.69,44.94,50.2,165.42,298.38,-132.96,311.54
2024-07-23,19982.0,20084.75,19868.25,19925.0,19925.0,601990,20258.3,20260.61,19515.49,17607.91,20947.84,20260.61,19573.38,42.73,48.48,133.15,265.33,-132.19,304.75
2024-07-24,19883.0,19883.0,19168.75,19203.25,19203.25,846812,20088.65,20222.16,19534.46,17628.37,21049.16,20222.16,19395.17,28.0,35.88,48.77,222.02,-173.25,337.0
2024-07-25,19260.0,19390.5,18883.25,18992.25,18992.25,992015,19943.7,20171.15,19548.39,17647.4,21162.2,20171.15,19180.1,25.15,33.17,-34.73,170.67,-205.4,349.17
2024-07-26,19003.0,19297.75,18995.0,19174.5,19174.5,694702,19808.75,20127.9,19563.58,17666.92,21214.07,20127.9,19041.73,31.89,37.56,-85.21,119.5,-204.71,346.05
2024-07-29,19171.75,19377.25,19113.25,19209.25,19209.25,600017,19671.3,20092.0,19573.93,17686.06,21251.11,20092.0,18932.89,33.18,38.39,-121.02,71.39,-192.41,340.19
